num,question,answer,filename,
63,"某15歲女性學生，外感發冷顫抖，有關其致病病機之論述，下列何者正確？
(A)風邪客於皮毛，則腠理閉，厥逆之氣行之，故發冷顫抖
(B)寒邪客於皮毛，則陰氣盛而陽氣虛，故發冷顫抖
(C)風邪客於皮毛，則腠理開，厥逆之氣行之，故發冷顫抖
(D)寒邪客於皮毛，則陰氣徐而陽氣急，故發冷顫抖",B,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
64,"某50歲男性患者平日應酬多，常飲冰啤酒，嗜食膏梁厚味及近女色多，易便秘，近日體重在一個月
內減輕八公斤，大便夾鮮血，大腸鏡檢查發現為結腸腫瘤，有關其可能之致病病機之論述，下列何
者正確？
(A)膏梁厚味入於腸胃則腹脹，腹脹則氣上逆而血脈不通，凝血蘊裏而不散，津液澀滲，著而不去而
成積
(B)膏梁厚味入於腸胃則腹脹，腹脹則中氣不足而血脈不通，凝血蘊裏而不散，津液澀滲，著而不去
而成積
(C)飲食生活不節，腸胃滿而陰絡傷，血內溢而後血
(D)飲食生活不節，腸胃滿而陽絡傷，血內溢而後血",C,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
65,"病患於睡醒剛起身時，感受風邪，依《素問．五藏生成篇》所述，若侵犯何處會產生頑麻不仁的痹
症？
(A)皮膚 (B)脈 (C)肉 (D)筋",A,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
66,"有關水腫病的治療原則和方法，下列何者正確？
(A)平調陰陽，勿用攻法 (B)衣服保暖，病在左，針刺取之右
(C)不要運動，以免下肢水腫更甚 (D)所謂開鬼門，即利小便之法",B,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
67,"某48歲婦人因二十年前生產後患外感，此後常發頭痛至今，甚則牙齒亦痛。有關其致病病機之相關
論述，下列何者正確？
(A)風氣循目系而上入於腦，故令頭痛，齒亦痛 (B)風氣循風府而入於腦，故令頭痛，齒亦痛
(C)犯大寒內至骨髓，腦逆，故令頭痛，齒亦痛 (D)寒氣循目系而入於腦，故令頭痛，齒亦痛",C,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
68,"某65歲患高血壓二十多年男性病人，規律服西藥中，血壓控制良好，今年夏天吃了許多西瓜，導致
腹部帶脈一圈不舒，易腹瀉，雙足無力，有關其致病病機之相關論述，下列何者正確？
(A)此因寒濕傷脾，肌肉濡漬，發為筋痿 (B)此因寒濕傷脾，帶脈不引，故足痿不用
(C)脾虛多思，所願不得，發為筋痿 (D)脾虛腎熱，骨枯髓減，發為骨痿
代號：2103
頁次：6－6",B,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
69,"有些痹症不以痛為臨床表現，下列敘述何者正確？
(A)痹在於骨則重 (B)痹在於肉則驚惕肉瞤
(C)痹在於脈則胞痹 (D)痹在於皮則不仁",A,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
70,"某60歲女性近年來每遇雨天則腰重疼痛，局部麻木知覺減退，有關其致病病機之論述，下列何者正
確？
(A)脈痹 (B)著痹 (C)痛痹 (D)行痹",B,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
71,"有關考生因壓力導致月經後期之致病病機之論述，下列何者正確？，
(A)勞則氣上迫肺，心氣不得下通，故月事不來
(B)思則心有所存，神有所歸，熱氣在中，故氣消
(C)怒則心系急，肺布葉舉而上焦不通，故女子不月
(D)思則心有所存，神有所歸，正氣留而不行，故氣結",D,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
72,"某40歲職業婦女，外感後仍飲冷飲，致咳嗽六個月未癒，肺部X-ray無異常發現，咳痰多涕唾，氣
上逆而面浮腫，有關其致病病機之論述，下列何者正確？
(A)此乃腎咳之狀，外受邪氣，內傷寒冷之食，寒邪從腎上貫肝膈注於肺，故咳痰多涕唾
(B)此乃肝咳之狀，外受邪氣，內傷寒冷之食，其寒復從肝脈上注肺，故氣上逆而面浮腫
(C)此乃肺胃之候，外受邪氣，內傷寒冷之食，故多涕唾而面浮腫
(D)此乃胃咳之狀，外受邪氣，內傷寒冷之食，其寒邪從胃上貫膈入肺，故多涕唾而面浮腫",C,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
73,"某30歲初產婦，生產過程因前置胎盤而大量失血，有關其治則之論述，下列何者正確？
(A)此為靈樞針刺五禁之一 (B)此為靈樞針刺五奪之一
(C)此為靈樞針刺五逆之一 (D)此為靈樞針刺五失之一",B,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
74,"某60歲高血壓多年的女性患者，外感七日後，熱從胸背上至頭，汗出手熱，口乾苦渴，小便黃，全
身性水腫，身重難以行，煩而不能食，不能正躺，正躺則咳，有關其致病病機之論述，下列何者正
確？
(A)此為真氣上逆，故口苦舌乾 (B)其不能正躺，因為心氣虛所致
(C)此為腎風虛症，宜針刺少陰經 (D)此為邪氣交於骨肉而得之汗，是邪却而精勝",A,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
75,"依《素問．四氣調神大論》所記載的春季節氣的特性與養生之道，下列何者正確？
(A)逆之則傷心，夏為熱變 (B)春天蕃秀，天地俱生，萬物以榮
(C)應要夜臥早起，被髮緩形 (D)予可奪之，賞罰皆可",C,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
76,"依《素問．四氣調神大論》所記載的四時養生方法，其中使志若伏若匿，若有私意，若已有得，為
何季節的養生之道？
(A)冬季 (B)春季 (C)秋季 (D)夏季",A,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
77,"依《素問．四氣調神大論》所記載的四時養生方法中，若違逆秋季養生法，會產生下列何種身體的
病理變化？
(A)逆之則傷腎，冬為飧泄，奉藏者少 (B)逆之則傷肝，冬為飧泄，奉生者少
(C)逆之則傷肺，冬為飧泄，奉藏者少 (D)逆之則傷心，冬為飧泄，奉長者少",C,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
78,"依《素問．上古天真論》，下列有關月經的敘述何者錯誤？
(A)二七天癸至 (B)最相關的經絡是任脈和太衝脈
(C)和肝氣最相關 (D)七七停經，地道不通",C,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
79,"依《素問．上古天真論》所記載，聖人教大家的養生方法，下列何者正確？
(A)在抵抗外邪方面，要重視藥物的預防
(B)在抵抗外邪方面，要重視食療與針灸
(C)在精神方面的保養要注重志多而多慾，心喜而不懼
(D)在精神方面的保養要注重恬惔虛無，真氣從之",D,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
80,"有七位皆年過半百，但歲數各異的好朋友聚會；其中有一位抱怨現在皮膚乾澀、常掉皮屑，其中有
兩位抱怨現在常容易有憂鬱的感覺，另有三位抱怨現在已經老花眼、視物模糊，還有一位在聚會過
程中頻頻講錯話。請問這七位好友的「歲數總和」至少是多少？
(A)360歲 (B)420歲 (C)480歲 (D)540歲",B,102-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
1,"真人養臟湯，屬於「十劑」中之下列何法？
(A)宣 (B)通 (C)補 (D)澀",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
2,"滋陰降火湯為四物湯加下列何者？
(A)黃柏、知母、玄參 (B)黃柏、黃芩、甘草 (C)黃連、胡黃連 (D)阿膠、艾葉、甘草",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
3,"下列敘述，何者正確？①麻杏石甘湯適用之病證為伏熱壅肺，漸及陰分 ②瀉白散適用之病證為風
熱襲肺 ③麻杏石甘湯與瀉白散均可治肺熱咳喘
(A)② (B)③ (C)①③ (D)①②③",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
4,"下列何方之組成含淡豆豉？①《溫病條辨》銀翹散 ②《外台秘要》葱白七味飲 ③《重訂通俗傷
寒論》加減葳蕤湯
(A)① (B)①② (C)②③ (D)①②③",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
5,"60歲患者，大便7日未解，腹脹，腹痛繞臍不止，手足不溫，苔白，脈沉弦而遲，宜治以下列何方？
(A)大黃附子湯 (B)小承氣湯 (C)麻子仁丸 (D)溫脾湯",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
7,"下列敘述，正確的有幾項？①大陷胸湯與礞石滾痰丸之組成藥物均含大黃 ②大陷胸湯與礞石滾痰
丸均治大便秘結 ③大陷胸湯之功用為瀉火逐痰 ④礞石滾痰丸治實熱老痰，久積不去
(A)1 (B)2 (C)3 (D)4
代號：3103
頁次：10－2",C,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
9,"《小兒藥證直訣》六味地黃丸三補肝脾腎的藥物用量比例，依序為何？
(A)1：3：8 (B)2：3：8 (C)3：4：8 (D)4：4：8",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
10,"《宣明論方》地黃飲子主治證的病機，下列何者正確？①痰濁上泛 ②下元虛衰 ③虛陽上浮
(A)①② (B)①③ (C)②③ (D)①②③",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
11,"下列何者為七味白朮散的組成藥物？①木香 ②香附 ③藿香 ④沈香
(A)①② (B)①③ (C)②④ (D)③④",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
12,"下列有關補陰方劑的敘述，何者錯誤？
(A)六味地黃丸以熟地為君，其與山藥、山茱萸的配伍劑量比為2：1：1
(B)《丹溪心法》所載之大補陰丸可滋陰降火，治療病人的尺脈數而有力
(C)左歸丸的組成配伍兩味血肉有情之品，均係取其陰中求陽之意
(D)《續名醫類案》所載之一貫煎的藥物組成包括有川楝子",C,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
13,"下列各項敘述，何者正確？
(A)《宣明論方》及《丹溪心法》當歸龍薈丸與《小兒藥證直訣》瀉青丸的組成藥物均含梔子、大黃、
黃芩
(B)火鬱發之為《小兒藥證直訣》瀉黃散重用防風的方義
(C)口瘡口臭，口燥唇乾，舌紅少苔，脈虛數是《小兒藥證直訣》瀉黃散的運用主證
(D)《宣明論方》及《丹溪心法》當歸龍薈丸與《醫方集解》龍膽瀉肝湯均主治肝膽實火或濕熱下注證",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
14,"桑螵蛸散有調補心腎，澀精止遺之功用，夜臥以何湯調下最佳？
(A)人參湯 (B)薑湯 (C)淡鹽湯 (D)米泔水",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
15,"下列何方之主治證是因少陽熱重，濕熱痰濁中阻所致？
(A)《傷寒論》半夏瀉心湯 (B)《霍亂論》蠶矢湯
(C)《溫熱經緯》甘露消毒丹 (D)《重訂通俗傷寒論》蒿芩清膽湯",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
16,"下列各項敘述，何者正確？①《和劑局方》八正散之主治證乃因濕熱下注膀胱 ②《小兒藥證直訣》
導赤散能導心經之熱由小便而出 ③《和劑局方》八正散和《小兒藥證直訣》導赤散的組成均有生地
(A)① (B)①② (C)②③ (D)①②③",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
17,"下列何者之主治證是因胃中虛寒，濁陰上逆所致？
(A)人參三兩、吳茱萸一升、乾薑六兩、大棗十二枚、炙甘草三兩
(B)人參三兩、乾薑三兩、白朮三兩、炙甘草三兩
(C)人參二兩、蜀椒二合、乾薑四兩、飴糖一升
(D)人參三兩、吳茱萸一升、生薑六兩、大棗十二枚",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
18,"某 45 歲女性，3 天前因飲食不潔而開始腹痛，繼而便膿血、赤白相兼、日行數次，伴裏急後重、肛
門灼熱、小便短赤，舌苔黃膩，脈滑數，最宜使用下列何方？
(A)烏梅丸 (B)芍藥湯 (C)藿香正氣散 (D)黃芩湯",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
19,"以柴胡疏肝解鬱的方劑，下列正確的有幾項？①小柴胡湯 ②四逆散 ③敗毒散 ④逍遙散 ⑤補
中益氣湯
(A)2 (B)3 (C)4 (D)5
代號：3103
頁次：10－3",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
20,"下列敘述，有幾項是錯誤的？①《證治準繩》清骨散之主治證乃因溫病後期，陰液耗傷，熱伏陰分
所致 ②《衛生寶鑑》秦艽鱉甲散主治風勞，骨蒸潮熱 ③《溫病條辨》青蒿鱉甲湯的組成藥物包
含柴胡、地骨皮 ④《衛生寶鑑》秦艽鱉甲散與《證治準繩》清骨散的組成藥物均含青蒿、地骨皮、
柴胡、秦艽
(A)1 (B)2 (C)3 (D)4",C,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
21,"下列何者為柴胡疏肝散與越鞠丸共同之組成？
(A)香附、甘草 (B)枳殼、蒼朮 (C)川芎、神麴 (D)香附、川芎",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
22,"下列敘述，何者正確？
(A)定喘湯主治肺腎陰虛之哮喘 (B)丁香柿蒂湯主治胃熱之呃逆
(C)橘皮竹茹湯主治虛寒之呃逆 (D)旋覆代赭石湯主治胃虛痰阻之噯氣",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
23,"有關越鞠丸之敘述，下列何者錯誤？
(A)全方各單味藥劑量等分，可水泛為丸或可作湯劑
(B)以香附行氣解鬱為方中主藥
(C)食、濕、痰三鬱多責之於脾
(D)以當歸行血中之氣，治血鬱",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
24,"有關《傅青主女科》生化湯之敘述，下列何者錯誤？
(A)重用當歸八錢，以補血活血，化瘀生新，為方中主藥
(B)童便當佐藥，以益陰化瘀，且引敗血下行
(C)此乃產後血虛受寒，惡露不行，故以炮薑及黃酒溫經散寒止痛，為方中次藥
(D)炙甘草調和諸藥，為方中使藥",C,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
25,"下列何者為血府逐瘀湯之組成之一？①柴胡、白芍 ②當歸、川芎 ③桃仁、紅花 ④枳實、牛膝
⑤桔梗、甘草 ⑥延胡索、枳殼 ⑦生地、赤芍
(A)①③⑤⑦ (B)②③⑤⑦ (C)①②③④⑤⑥ (D)①②③④⑤⑦",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
26,"半夏厚朴湯與厚朴溫中湯之比較，下列何者正確？
(A)二方皆可用於脾胃寒濕證
(B)二方皆有厚朴、茯苓、乾薑
(C)半夏厚朴湯以厚朴、茯苓為次藥，厚朴溫中湯以草豆蔻、乾薑為次藥
(D)半夏厚朴湯以生薑為佐藥，厚朴溫中湯則以陳皮、木香、生薑為佐藥",C,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
27,"40 歲患者，外感之後，出現頭痛，惡寒，身重疼痛，胸悶不飢，午後身熱，無口渴，醫師檢查時見
其面色淡黃，苔白，脈弦細濡。最宜下列何方治療？
(A)蒼朮、半夏、藿香、厚朴、陳皮、甘草
(B)藿香、大腹皮、白芷、紫蘇、茯苓、半夏、白朮、陳皮、厚朴、桔梗、甘草
(C)蒼朮、厚朴、陳皮、甘草
(D)半夏、杏仁、滑石、白蔻仁、竹葉、厚朴、通草、苡仁",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
28,"下列何者為《外科正宗》消風散的藥物組成之一？①荊芥 ②牛蒡子 ③白朮 ④通草
(A)①② (B)①③ (C)②③ (D)③④",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
29,"下列何者具有溫陽健脾、行氣利水之功用？
(A)苓桂朮甘湯 (B)真武湯 (C)實脾飲 (D)五苓散",C,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
30,"下列何者為鎮肝熄風湯的主治證候？①頭目眩暈，目脹耳鳴，腦部熱痛，心中煩熱，面色如醉 ②肢
體漸覺不利，口角漸形歪斜 ③甚至眩暈顛仆，昏不知人，移時始醒，或醒後不能復原 ④舌強不
能言，足廢不能用，口乾不欲飲，脈沉細弱
(A)①② (B)③④ (C)①②③ (D)②③④",C,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
31,"下列何者是桑杏湯的主治證候？①身不甚熱 ②脈浮數 ③氣逆咯血 ④咽乾口渴
(A)①②③ (B)①②④ (C)①③④ (D)②③④
代號：3103
頁次：10－4",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
32,"下列各方的功用，何者正確？①羚角鉤藤湯涼肝熄風，增液舒筋 ②清燥救肺湯滋腎潤燥，化痰止
咳 ③藿香正氣散解表化濕，理氣和中 ④平胃散燥濕運脾，行氣和胃
(A)①②③ (B)①②④ (C)①③④ (D)②③④",C,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
33,"下列何方的藥物組成中含有桔梗與枳殼？①荊防敗毒散 ②杏蘇散 ③人參敗毒散 ④血府逐瘀湯
(A)④ (B)①③ (C)①②③ (D)①②③④",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
34,"組成中含有杏仁的方劑，下列正確的有幾項？①麻子仁丸 ②清氣化痰丸 ③冷哮丸 ④藿朴夏苓
湯 ⑤大陷胸丸
(A)2 (B)3 (C)4 (D)5",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
35,"有關指迷茯苓丸之敘述，下列何者錯誤？
(A)可治痰濕內停，肩背痠痛，兩手疲軟 (B)可治痰停中脘，上攻於臂
(C)方中以半夏燥濕化痰為主藥 (D)方中以風化硝瀉下清熱為佐藥",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
36,"香薷飲與新加香薷飲之比較，下列何者正確？
(A)二方皆有香薷、厚朴、扁豆、連翹
(B)二者皆可祛暑解表；香薷飲另可化濕和中，而新加香薷飲則另有清熱化濕之功
(C)二方中以扁豆祛暑化濕為佐藥
(D)使用二方之時機均為中暑發熱汗出，口渴面赤，苔白膩",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
37,"下列敘述，正確的有幾項？①神麯是保和丸的君藥 ②枳實是枳實導滯丸的君藥 ③枳實消痞丸以
神麯消食和胃 ④山楂善消肉食油膩之積 ⑤消食劑與瀉下劑均能消除有形之實邪
(A)2 (B)3 (C)5 (D)都不正確",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
38,"下列何者為王氏清暑益氣湯的君藥？①西洋參 ②西瓜翠衣 ③知母 ④麥冬 ⑤竹葉
(A)①② (B)②③ (C)③④ (D)④⑤",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
39,"32 歲男性患者，結婚 4 年仍未有小孩，經西醫檢查為精蟲數不足，自行購服補腎填精藥後反而胃脹
不舒；現症見形瘦面黃，脘腹痞滿，不思飲食，倦怠無力，大便溏薄等，經醫生診察苔膩微黃，脈
虛弱。最宜下列何方？
(A)枳朮丸 (B)健脾丸 (C)保和丸 (D)枳實導滯丸",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
41,"具清熱解毒，涼血消斑功效的藥物，下列何者正確？
(A)金銀花 (B)板藍根 (C)連翹 (D)大青葉",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
43,"下列何者並非夏枯草之功效？
(A)清肝火 (B)散鬱結 (C)退虛熱 (D)抗腫瘤",C,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
44,"清熱解毒藥中，下列何藥尤善治疔毒，頭面部癤腫？
(A)黃花地丁 (B)紫花地丁 (C)三稜 (D)紫草",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
45,"下列何者為淡竹葉之功效？
(A)清熱除煩，通利小便 (B)清熱生津，活血排膿
(C)清熱利濕，涼血解毒 (D)清熱養陰，解毒散結",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
46,"治療濕熱淋濁或濕熱黃疸，宜選用大黃的何種炮製品？
(A)生大黃 (B)熟大黃 (C)酒浸大黃 (D)炭大黃",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
47,"吳茱萸從治之用，用於下列何證？
(A)除濕解鬱 (B)血痹陰疝 (C)開腠理，逐風寒 (D)陰毒腹痛",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
48,"下列何者不具有潤腸通便的作用？
(A)肉蓯蓉 (B)益智仁 (C)火麻仁 (D)柏子仁",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
49,"下列何者非巴豆功用？
(A)寒積便秘 (B)寒實結胸 (C)腹水臌脹 (D)喉痹熱腫
代號：3103
頁次：10－6",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
52,"陽衰氣脫、大汗淋漓而氣促喘急者，附子宜配伍下列何種藥材？
(A)人參 (B)細辛 (C)麻黃 (D)乾薑",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
53,"下列何藥可用於冷痢寒瀉之霍亂轉筋？
(A)木瓜 (B)附子 (C)砂仁 (D)藿香",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
54,"乾薑引以黑附，主用於下列何者？
(A)逐寒邪而發表 (B)入腎而祛寒濕 (C)去惡生新 (D)定嘔消痰",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
55,"下列何藥不用於外感風寒、內停水飲，證見惡寒發熱、痰飲咳喘者？
(A)細辛 (B)乾薑 (C)蒼朮 (D)半夏",C,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
56,"下列何者忌服瓜蔞？
(A)孕婦 (B)腸癰 (C)遺尿 (D)便溏
代號：3103
頁次：10－7",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
57,"下列何者不是虎杖之適應症？
(A)淋濁帶下 (B)脾虛便秘 (C)濕熱黃疸 (D)水火燙傷",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
58,"三稜之何作用較莪朮強？
(A)消積 (B)止痛 (C)行氣 (D)破血",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
61,"下列藥物中，何者能開竅醒腦，對中風口噤有作用？
(A)石膏粉 (B)石決明粉 (C)冰片 (D)乳香",C,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
62,"陽起石的功效為何？
(A)治療腎陽虛寒 (B)收斂止血 (C)濕熱所致帶下、崩漏 (D)有收斂止汗功效",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
63,"有關鹿角霜的敘述，下列何者正確？
(A)為鹿角熬膏後所存殘渣物 (B)不具益腎助陽功能
(C)成品為膠狀物，需加溫烊化服 (D)為未骨化的幼角
代號：3103
頁次：10－8",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
68,"依《本草備要》，肉桂下列敘述何者錯誤？
(A)辛苦大熱，氣厚純陽。治痼冷沉寒
(B)補命門相火之衰，益陽消陰
(C)疏通血脈，宣導百藥，去營衛風寒
(D)治欬逆結氣之藥理，欬逆亦由氣不歸元，桂能引火歸宿丹田",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
69,"下列何藥物不具益腎助陽、固精，縮尿的功效？
(A)桑螵蛸 (B)覆盆子 (C)金櫻子 (D)山藥",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
70,"依《本草備要》，柏子仁辛甘而潤，其氣清香，功能為何？
(A)養心氣，潤腎燥 (B)補中益氣 (C)能透心腎而悅肝 (D)膽虛不眠",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
71,"依《本草備要》，下列何者為走散之藥，冷利大腸，虛者慎用？
(A)旋覆花 (B)百部 (C)白前 (D)天南星",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
72,"依《本草備要》，下列有關澤瀉之敘述，何者錯誤？
(A)入膀胱，利小便 (B)有聰耳明目之功 (C)通氣上達利三焦 (D)瀉腎經之火邪",C,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
73,"依《本草備要》，白芷常用之功效，下列何者錯誤？
(A)芳香通竅而表汗 (B)太陽頭目昏痛，眉稜骨痛
(C)治三經風熱濕熱之病 (D)活血排膿，生肌止痛",B,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
74,"依《本草備要》，傷寒及補劑加用大棗，其目的為何？
(A)補氣生血 (B)燥濕健脾 (C)清肺熱及補肝腎 (D)發脾胃升騰之氣",D,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
75,"依《本草備要》，下列何藥大瀉血分濕熱，下有形積滯？
(A)大黃 (B)防己 (C)牽牛子 (D)巴豆",A,102-中醫基礎醫學（二）（包括中醫方劑學、中醫藥物學）.csv,
1,"西周的醫官制度中，主治內科疾病的是下列何者？
(A)疾醫 (B)食醫 (C)醫師 (D)瘍醫",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
2,"在中國醫學史上，下列何者是第一部由國家頒行的藥典？
(A)《本草經集注》 (B)《新修本草》 (C)《本草拾遺》 (D)《證類本草》",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
3,"小華的暑假作業是有關「孫思邈」的報告，為了蒐集相關資料，你會建議他採訪下列何種廟宇進行
田野調查？
(A)藥王廟 (B)大道公廟 (C)保生大帝廟 (D)行天宮",A,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
4,"下列何者曾於書中記載遭蒙古兵圍城，而觀察到飲食不節及勞役對人所產生的影響？
(A)張潔古 (B)張戴人 (C)李杲 (D)羅天益",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
5,"下列關於金元醫家的著作，何者正確？
(A)張潔古著《儒門事親》 (B)朱震亨撰《局方發揮》
(C)李東垣著《珍珠囊》 (D)張從正撰《蘭室秘藏》",B,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
6,"有關清代西洋醫學傳入中國後曾發生的史事，下列何者錯誤？
(A)西元1692年康熙帝身患瘧疾，經法國傳教士以金雞納治癒
(B)郭雷樞（Thomas R. Colledge）是最早對英美教會提出建議應當派醫學傳教士到中國的先驅
(C)英國傳教士合信（Hobson）譯著不少西醫著作，對西洋醫學的傳播貢獻很大
(D)日據時期臺灣開始引入西洋醫學",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
7,"《讀素問鈔》和《難經本義》是下列何醫家的作品？
(A)韓祇和 (B)朱肱 (C)滑壽 (D)成無己",C,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
8,"下列何者著有《內科新說》一書？
(A)喻昌 (B)張杲 (C)李濂 (D)合信",D,103-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
