num,question,answer,filename
9,"陳女士52歲就診時主訴心悸不寧，思慮勞心尤甚，心煩兼有手足心熱少寐多夢，頭暈目眩，耳鳴面赤，
腰酸舌紅苔薄黃，脈細數。下列何者錯誤？
(A)病機為陰虛於下，陽擾於上，水不濟火 (B)為陰虛火旺
(C)治法以滋陰清火，養心安神 (D)治以交泰丸",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
10,"76歲林女士罹患高血脂症已多年，就診時症見神倦乏力，動則氣喘，納呆，面微浮，心胸刺痛，舌色
淡黯，脈緩無力，治以下列何方最適合？
(A)補陽還五湯 (B)血府逐瘀湯 (C)冠心二號方 (D)通竅活血湯",A,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
11,"冠心病，下列何者為心陽欲脫之典型見症？
(A)胸痛如刺或絞痛 (B)胸悶心悸，疲乏氣短
(C)胸悶如窒而痛 (D)心悸喘甚，肢厥冷汗
代號：2102
頁次：6－2",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
12,"35歲女性因心悸、心煩不寧，伴隨近來體重下降且手微抖而就診，症見心悸時發時止、受驚易作，胸
悶煩燥，失眠而惡夢紛紜，口乾苦，舌紅、苔黃膩，脈弦滑，經醫院檢查證實為甲狀腺機能亢進伴隨
心房震顫。治以下列何方最適合？
(A)黃連阿膠湯 (B)炙甘草湯 (C)黃連溫膽湯 (D)安神定志丸",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
13,"37歲林先生近日因膝關節炎就診，主訴膝關節疼痛、灼熱紅腫、手不能觸，兼有發熱，口渴，望其舌
紅、苔黃燥，脈滑數。治以下列何方最適當？
(A)防風湯 (B)宣痹湯 (C)薏苡仁湯 (D)獨活寄生湯",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
14,"57歲林女士，因跌倒而股骨頭骨折，手術後開始沒有大便，身熱口乾，伴腹滿拒按疼痛，苔黃厚、質
紅，脈數有力。治以下列何方最適當？
(A)潤腸丸 (B)麻子仁丸 (C)大承氣湯 (D)調胃承氣湯",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
15,"36歲張女士，主述近日嘔吐反覆發作，但嘔吐量不多，時作乾嘔，口乾，胃中嘈雜，肚子餓但不想吃，
治以下列何方最適當？
(A)旋覆代赭石湯 (B)橘皮竹茹湯 (C)半夏瀉心湯 (D)益胃湯",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
16,"43歲洪女士為癌症患者，近日剛完成化療療程，來診主述化療後隱隱胃痛，喜溫喜按，受涼後疼痛加
重，食慾差，精神差，沒力氣，手足冷，舌淡苔白，脈弱，治以下列何方最適當？
(A)益胃湯 (B)保和丸 (C)黃耆建中湯 (D)平胃散",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
17,"患者主訴偏頭痛已多年，近夏天陰雨偏多，致頭痛如裹，並伴有身熱微惡寒，汗出不暢，肢體困重，
胸悶，口渴，納差，乾嘔，小便不利，大便溏等症。其舌苔白膩，脈象濡。治以下列何方劑最適當？
(A)桑菊飲 (B)黃連香薷飲 (C)川芎茶調散 (D)人參養榮湯",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
18,"若見患者主訴腸胃炎而胃痛，下列何者為實證之辨證要點？
(A)飢而脘痛，食後痛減 (B)痛而不脹，大便不閉結
(C)痛脹、拒按 (D)痛處不定而痛勢綿綿",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
19,"66歲涂女士，近日進食後覺食物停在胃部，雖可順利吞嚥，但朝食暮吐，暮食朝吐，宿穀不化。此診
斷以下列何病證最適當？
(A)呃逆 (B)梅核氣 (C)噎膈 (D)反胃",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
20,"患者胸脘不舒，痞塞脹滿，時寬時急，不欲食，不知飢，喜熱喜按，得熱則舒，四肢不暖，體倦懶言，
大便稀溏，舌淡苔白，脈虛大無力。其治法下列何者最宜？
(A)理氣寬胸，補瀉並用 (B)清熱化濕，和胃消痞
(C)補氣健脾，升清降濁 (D)疏肝解鬱，和胃消痞",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
21,"某患者B型肝炎急性發作，若見身目俱黃，黃色鮮明，發熱口渴，小便短少黃赤，腹脹便秘，心中懊
憹，口乾而苦，惡心欲吐，舌苔黃膩，脈弦數，此診斷以下列何者最適宜？
(A)寒濕 (B)濕熱 (C)氣虛 (D)陰虛",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
22,"某患者B型肝炎急性發作，若見身目俱黃，黃色鮮明，發熱口渴，小便短少黃赤，腹脹便秘，心中懊
憹，口乾而苦，惡心欲吐，舌苔黃膩，脈弦數，治以下列何方最適宜？
(A)一貫煎 (B)補中益氣湯 (C)茵陳蒿湯 (D)胃苓湯",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
23,"張仲景對小便不利的辨證施治，下列何者正確？
(A)治小便不利，因氣化不行者，用豬苓湯 (B)治小便不利，因水熱互結者，用五苓散
(C)治小便不利，因瘀血夾熱者，用蒲灰散 (D)治小便不利，因脾腎兩虛而夾濕者，用皂莢丸",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
24,"38歲李女士近日因勞累太過致腰痠來診，主訴腰痠，無法久站和久行，遇勞累則腰痠痛加重，休息則
症減，乏力少氣，身倦，面色不華，脈弱，治以下列何方最適當？
(A)異功散 (B)甘薑苓朮湯 (C)二妙散 (D)黃耆五物湯",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
25,"糖尿病日久造成頻尿，溲泡沫，腰痠等症，此與下列何臟最有關？
(A)腎 (B)肝 (C)脾 (D)肺",A,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
26,"癲癇治則，治療當依其標本緩急而有所區別，如癲癇已無發作而需調養預防復發者，治以下列何方最
適當？
(A)定癇丸 (B)河車丸 (C)清心丸 (D)抑肝散
代號：2102
頁次：6－3",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
27,"60歲男性患者主訴小便量少，點滴而出，夜尿5～6次，西醫診斷為良性前列腺肥大，以中醫之觀點應
屬下列何病證為宜？
(A)水腫 (B)尿濁 (C)癃閉 (D)腰痛",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
28,"有關痛風（gout）的敘述，下列何者錯誤？
(A)急性痛風常在夜間發生，痛如虎咬
(B)痛風急性發作時，抽血一定可以見到高尿酸血症，才可診斷為痛風
(C)若痛有定處，疼痛較劇，苔白，脈緊，為寒邪偏勝，可選烏頭湯治療
(D)若證見關節紅腫，發熱，口渴，舌紅苔黃燥，脈滑數，可選白虎桂枝湯",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
29,"下列何種病證不是《內經》對於中風相關的敘述？
(A)仆擊 (B)類中 (C)薄厥 (D)瘖痱",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
30,"75歲汪女罹患乾燥症多年，主訴口乾、目澀反覆發作，眠可，頭暈，耳鳴，胸無不適，納可，二便可，
腰膝痠軟，脈弦細，少苔，舌紅，治以下列何方最適當？
(A)竹葉石膏湯 (B)甘露飲 (C)杞菊地黃丸 (D)沙參麥冬湯",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
31,"下列有關紅斑性狼瘡的敘述，何者錯誤？
(A)本病以陰陽氣血失調為本，熱毒為標
(B)誘發本病之熱毒，包括日光強烈曝曬、藥物、病毒、細菌感染等
(C)若症狀表現以關節疼痛為主者，急性發作時多屬熱痹，穩定期多屬行痹或虛痹
(D)內損五臟，以肝、肺尤甚，心、脾、腎少見",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
32,"下列有關痹證辨證治方之敘述，何者錯誤？
(A)血瘀證，宜身痛逐瘀湯 (B)氣血虧虛證，獨活寄生湯
(C)熱痹，宜蠲痹湯 (D)濕痹，宜薏苡仁湯",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
33,"56歲周女士罹患纖維性肌痛症（fibromyalgia），症見手足關節肌肉疼痛，屈伸不利，時輕時重，苔白
膩、舌偏紫，脈細澀。以下列何方治之最適當？
(A)薏苡仁湯 (B)身痛逐瘀湯 (C)烏頭湯 (D)三妙散",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
34,"僵直性脊椎炎（AnkylosingSpondylitis）相當於中醫何者之範疇？
(A)四彎風 (B)鶴膝風 (C)漏肩風 (D)竹節風",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
35,"60歲林太太罹患甲狀腺功能低下，已服用甲狀腺素十餘年，近日自行停用後，常覺疲倦短氣，心悸胸
悶，怕冷，面浮、下肢腫，腰痠重，舌質胖嫩舌色淡，苔白，脈沉遲。下列診斷何者最適當？
(A)脾不制水 (B)脾陽虛 (C)腎虛水泛 (D)水濕浸漬",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
36,"60歲林太太罹患甲狀腺功能低下，已服用甲狀腺素十餘年，近日自行停用後，常覺疲倦短氣，心悸胸
悶，怕冷，面浮、下肢腫，腰痠重，舌質胖嫩舌色淡，苔白，脈沉遲，下列處方何者最適當？
(A)五皮飲 (B)五苓散 (C)理中湯 (D)金匱腎氣丸",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
37,"80歲陳女士患有糖尿病已30年，血糖控制不佳，糖化血色素10%，近日左足大趾因碰撞受傷，局部傷
口紅腫疼痛化膿，急則治其標，下列處方何者最適當？
(A)荊防敗毒散 (B)甘露消毒丹 (C)五味消毒飲 (D)托裏消毒飲",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
38,"65歲王太太罹患高血壓、糖尿病、高血脂病史，除服藥外，長期飲食控制，缺乏運動，逐漸消瘦，面
色無華，四肢痿軟乏力，腹脹納差，便溏，脈細。下列治法何者最適宜？
(A)清熱滋肺，潤燥生津 (B)清熱利濕，通利經脈
(C)滋養肝腎，添精補髓 (D)健脾助運，以裕化源",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
39,"65歲王太太罹患高血壓、糖尿病、高血脂病史，除服藥外，長期飲食控制，缺乏運動，逐漸消瘦，面
色無華，四肢痿軟乏力，腹脹納差，便溏，脈細，下列處方何者最適當？
(A)清燥救肺湯 (B)二妙散 (C)參苓白朮散 (D)虎潛丸",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
40,"58歲馬男糖尿病史已10多年，下肢對稱性關節腫痛，麻木灼熱感，形體消瘦，多汗，口乾舌燥，舌質
暗紅瘀紫，苔白，脈弦數。治以下列何方最適宜？
(A)六味地黃丸 (B)黃耆桂枝五物湯 (C)白虎加桂枝湯 (D)補陽還五湯",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
41,"卒中，小續命湯用於下列何證型之中風？
(A)風痰阻絡 (B)脈絡痹阻 (C)風陽上擾 (D)風邪襲表",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
42,"若胃癌患者以胃痛就診，下列有關胃痛虛實辨證之敘述，何者錯誤？
(A)喜按多屬虛，拒按多屬實 (B)胃痛而不脹者多屬實，胃痛而脹者多屬虛
(C)食後痛減者多屬虛，食後痛劇者多屬實 (D)痛徐而緩者多屬虛，痛劇而堅者多屬實
代號：2102
頁次：6－4",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
43,"張先生55歲，暴飲過食後，突然發生昏厥，脘腹脹滿，氣息窒塞，口吐酸腐之氣，苔厚脈滑，大便不
爽或便結，此為下列何種厥證？
(A)氣厥 (B)血厥 (C)痰厥 (D)食厥",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
44,"52歲王先生，多年來常會口渴多飲，頻尿，形體消瘦，尿後竟然發現有螞蟻群聚。他發現近來只要餓
到了就會手足無力，會飢餓卻不能多食，視力常模糊不清，耳鳴，手足麻，有傷口就很難好，身體不
怕冷，右關脈偏弱。病機以下列何者最適合？
(A)久病陰虛，脾胃氣虛，肝腎精耗 (B)病程上陰虛與燥熱互見，胃火消中
(C)本病屬陽虛血燥，土不制水 (D)病久氣虛，脾失運化，瘀血凝滯",A,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
45,"68歲林先生罹患胃癌，主訴化療後常會出現噁心嘔吐，嘔吐清水痰涎，脘悶不食，頭眩，心悸，苔白
膩，脈滑，治以下列何方最適當？
(A)半夏厚朴湯合左金丸 (B)麥門冬湯
(C)小半夏湯合苓桂朮甘湯 (D)藿香正氣散",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
46,"58歲廖先生罹患肝癌，症見右脅下積塊堅硬，疼痛逐漸加劇，肚腹脹大，面色黧黑，消瘦脫形，身倦，
飲食大減，舌質淡紫，舌光無苔，脈細數。證型以下列何者最適當？
(A)瘀血內結 (B)正虛瘀結 (C)氣滯血阻 (D)肝氣鬱滯",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
47,"肺癌患者，若見胸脹脘痞，咳嗽痰多，氣息短促，腰膝痠軟，溲頻，怕冷，苔薄膩，脈沉無力。下列
何方治之最適當？
(A)補肺湯 (B)滌痰湯 (C)防己黃耆湯 (D)蘇子降氣湯",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
48,"45歲女性，2年前經診斷為乳癌（estrogenreceptorpositive），接受開刀及放化療後，目前服用諾瓦得士
錠（Tamoxifen），後陸續出現月經失調、熱潮紅、夜間盜汗、失眠、頭暈頭痛、焦慮、疲倦等症狀，
舌質紅、少苔，脈弦細，診斷以下列何者最適當？
(A)濕熱內鬱 (B)氣血兩虧 (C)陰虛內熱 (D)痰濁內阻",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
49,"劉完素提出的四物湯增損治病模式，主張夏日開立四物湯，應該加倍其中下列何項藥物以合乎時令？
(A)當歸 (B)川芎 (C)地黃 (D)芍藥",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
51,"陳小姐25歲，17歲初經來潮後，每經行量少，色黯淡而質薄，腰膝痠軟，頭暈，小腹冷，舌淡，苔薄，
脈沉。下列何項最適宜？
(A)生地、元參、白芍、麥門冬、地骨皮、阿膠
(B)當歸、熟地、山藥、白芍、茯苓、荊芥、柴胡、菟絲子
(C)當歸、山藥、白芍、川芎、熟地、人參、茯苓
(D)當歸、熟地、山藥、山茱萸、炒杜仲、懷牛膝、炙甘草",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
52,"21歲女性，初經後不久開始經行少腹冷痛，最近一年症狀加重，牽及腰脊酸楚，經水量少色淡，夾有
血塊。舌淡紅，苔白膩，脈沉緊。下列關於此病患的證候分析以何者最宜？
(A)寒濕阻滯 (B)氣血虛弱 (C)氣虛濕困 (D)脾腎陽虛",A,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
53,"下列有關經前乳脹的相關敘述，何者錯誤？
(A)經前乳脹的主要病機是肝氣鬱結或肝胃氣滯
(B)因足厥陰肝經從缺盆直下乳中，故有「乳房屬肝」之說
(C)依足少陰的循行，在足太陰之後行入乳內，旁近膻中，故乳脹與腎經也有關連
(D)衝任二脈起於胞中，上關元至胸中，故衝任不調也可能導致經前乳脹",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
54,"有關「經行吐衄」的病因病機敘述，下列何者錯誤？
(A)氣為血帥，血隨氣行，若氣熱則血熱而妄行，氣逆則血逆而上溢，故因血熱氣逆而導致經行吐衄
(B)若平日抑鬱，肝氣拂逆日久，相火內盛，迫血上行，兼見經行衝脈氣盛，氣升則血升，上溢為吐衄
(C)《傅青主女科》：「肝之性最急，宜順不宜逆，順則氣安，逆則氣動。血隨氣為行止，氣安則血安，
氣動則血動」
(D)若平日陰虧血弱，陰虧則陽旺，而生內熱，其為實火無所制而上炎，導致迫血妄行
代號：2102
頁次：6－5",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
55,"關於女性更年期的敘述，下列何者正確？①是指婦女因卵巢功能退化，從能生育到不能生育的過渡期
②婦女停經一般在49歲左右，與內經「七七任脈虛，太衝脈衰少，天癸竭」相符 ③更年期症候群臨
床上以腎陰陽兩虛的證型最為常見
(A)僅①② (B)僅①③ (C)僅②③ (D)①②③",A,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
56,"28歲女性半年前小產後，經血淋漓不斷，今日突然下血量多，經色紫黑，夾帶較多血塊，小腹疼痛拒
按，血塊排出則痛減，舌黯邊有瘀斑，脈沉澀。最宜以下列何方治之？
(A)當歸、白芍、川芎、熟地、澤蘭、香附、白朮、陳皮、甘草
(B)生白芍、黃芩、地骨皮、側柏葉、藕節炭、生地、棕櫚炭
(C)生地、赤芍、當歸、川芎、五靈脂、蒲黃炭
(D)桂枝、吳茱萸、當歸、白芍、川芎、人參、生薑、麥冬、半夏、丹皮、阿膠、甘草",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
57,"《廣嗣紀要》所論述之「五不女」，與下列何項近代醫學病症最相關？
(A)不孕症 (B)多囊性卵巢症候群
(C)子宮內膜異位症 (D)經前症候群",A,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
58,"24歲陳小姐，最近覺得外陰部有脹痛感會向上痛到腹部，有時乳房也有脹痛感，到婦產科檢查沒有特
殊發現；她睡得不好也沒有胃口，常覺胸悶想要用力呼吸；脈細弦，舌質偏紅，苔色黃白膩。最宜下
列何方治療？
(A)山茱萸、熟地、枸杞、山藥、茯苓、炙甘草
(B)柴胡、當歸、白芍、白朮、茯苓、甘草、煨薑
(C)川芎、柴胡、枳實、白芍、甘草、香附、吳茱萸
(D)當歸、麥冬、白芍、生地、枸杞、川楝、沙參",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
59,"有關婦人「瘕」病之敘述，下列選項何者正確？①屬氣病 ②痛有定處 ③推之可移
(A)僅①② (B)僅①③ (C)僅②③ (D)①②③",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
60,"歷代醫家有關妊娠惡阻之敘述，下列何者錯誤？
(A)仲景認為妊娠吐嘔不止，乾薑人參半夏丸主之
(B)薛己認為若因飲食少思，用六君子加紫蘇、枳殼
(C)吳謙認為其致病機理有胎氣阻逆、痰飲、胃熱
(D)吳謙認為若平素胃虛，但無痰飲，仍有惡阻者，可用保生湯，但氣弱者，加黃耆",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
61,"37歲葉女欲再孕，屢孕屢墮已連續四次，現月經量少且點滴淋漓，經色鮮紅，質黏稠，兩顴潮紅，手
足心熱，煩躁口乾，舌紅苔少，脈細數，下列敘述何者最不適宜？
(A)此為滑胎
(B)當慎用辛香燥或苦寒宣通之品
(C)可以生地、熟地、麥冬、白芍、甘草、知母、地骨皮等藥組方治之
(D)一旦確認懷孕後便不宜再服用藥物",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
62,"妊娠7月胎位不正，若欲協助胎位轉正，最宜艾灸下列何穴？
(A)血海 (B)至陰 (C)三陰交 (D)公孫",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
63,"《醫宗金鑑．婦科心法》產後腹痛證治，若因去血過多而痛者，宜下列何項治療？
(A)歸脾湯 (B)當歸建中湯 (C)聖愈湯 (D)延胡索散",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
64,"依《傅青主女科》產後寒熱之論述：產後補虛，用參、耆、芎、歸、白朮、陳皮、炙草，再依熱之輕
重， 選加何藥？
(A)熱輕宜加桂枝；熱重宜加麻黃 (B)熱輕宜加柴胡；熱重宜加桂枝
(C)熱輕宜加柴胡；熱重宜加黃芩 (D)熱輕宜加茯苓；熱重宜加乾薑",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
65,"有關嬰兒「臍風」的敘述，下列何者錯誤？
(A)多於嬰兒出生斷臍後3天內發生 (B)先兆期常見精神躁擾、噴嚏多啼、吮乳口鬆
(C)先兆期或見口噤難開、頸項牽強 (D)發作期神志一般尚屬清楚",A,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
66,"有關變蒸學說之敘述，下列何者錯誤？
(A)變者，變其情智，發其聰明 (B)蒸者，蒸其血脈，長其百骸
(C)常出現咳嗽，流鼻涕 (D)常出現身熱
代號：2102
頁次：6－6",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
67,"根據《醫宗金鑑‧幼科雜病心法》，關於小兒感冒夾驚之敘述，下列何者最適宜？
(A)先以一撚金疏散之，再以涼驚丸清鎮之 (B)先以涼驚丸疏散之，再以一撚金清鎮之
(C)先以疏解散疏散之，再以涼驚丸清鎮之 (D)先以涼驚丸疏散之，再以疏解散清鎮之",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
68,"小兒過食生冷油膩之物，痰滑而易出，懶食，倦怠嗜臥，根據《醫宗金鑑‧幼科雜病心法》，下列何方
最為適宜？
(A)枳桔二陳湯 (B)礞石滾痰丸 (C)清氣化痰丸 (D)蘇子降氣湯",A,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
69,"依《醫宗金鑑‧幼科雜病心法》疳證門，有關丁奚疳之敘述，下列何者正確？①遍身骨露其狀似丁
②丁奚氏所命名之疳證 ③症見尻削身軟 ④望診面色黧黑
(A)①②③ (B)①③④ (C)②③④ (D)①②④",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
70,"有關小兒口瘡病因病理，下列敘述何者正確？①可因虛火上炎 ②主因脾胃積熱 ③常因心火上炎
④《幼幼集成‧口瘡證治》若吐瀉後口中生瘡，宜涼膈散
(A)①②③ (B)①③④ (C)②③④ (D)①②④",A,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
71,"依《醫宗金鑑‧幼科雜病心法》，有關慢脾風之敘述下列何者正確？①慢脾風多因吐瀉既久，脾氣大
傷所致 ②可見張目搖頭，面唇青黯，額汗昏睡，四肢厥冷，舌短聲啞，頻嘔清水之症 ③吐瀉亡陽
者，以理中湯加附子主之 ④大病後成者，以固真湯主之
(A)①② (B)①③ (C)①④ (D)②④",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
72,"6歲男童，每天晚上睡覺中經常遺尿，多則一夜數次，早上醒來才發覺又尿床，媽媽發現他老是精神
不好，懶懶的不想動，同時還手腳涼，怕冷，下肢無力，常抱怨腰痠腿軟，平時小便清長，望其面色
蒼白，舌質較淡。綜其辨證，下列何方治療最宜？
(A)《脾胃論》補中益氣湯 (B)《傷寒論》四逆湯
(C)《醫宗必讀》菟絲子散 (D)《和劑局方》附子理中湯",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
73,"依《醫宗金鑑‧幼科雜病心法》，風濕腫「通身皆腫屬風濕，外散內利最相宜」，若水停中州脹滿，則
下列何方最適宜？
(A)越婢湯 (B)疏鑿飲 (C)大聖浚川散 (D)舟車神祐丸",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
74,"臨床以陣發性痙攣性咳嗽，咳後有特殊的吸氣性吼聲，即雞鳴樣的回聲，最後傾吐痰沫而止為特徵，
可能診斷病名下列何者錯誤？
(A)顱鶿咳 (B)天哮嗆 (C)頓咳 (D)疫喉",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
75,"有關文獻對疰夏的敘述，下列何者錯誤？
(A)《時病論》：「皆時令之火為患，非春夏溫熱之為病」
(B)《雜病源流犀燭》：「疰夏必因胃有濕熱留飲所致」
(C)《丹溪心法》：「疰夏屬津虧，元氣不足」
(D)《證治準繩》：「疰夏為脾胃氣虛，復暑熱傷氣所致」",C,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
76,"小兒暑溫的三大主症，下列何者正確？①高熱 ②抽風 ③嘔吐 ④昏迷
(A)①②③ (B)①②④ (C)①③④ (D)②③④",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
77,"依《醫宗金鑑‧幼科雜病心法》瀉證門，訶子散主治下列何種證型的瀉泄？
(A)脾虛瀉 (B)飧瀉 (C)水瀉 (D)中寒瀉",D,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
78,"依《醫宗金鑑‧痘疹心法》，麻疹非熱不出，若既出透，其熱當減，倘仍大熱者，此毒盛壅遏也，宜用
下列何方？
(A)化毒清表湯 (B)荊防解毒湯 (C)三黃石膏湯 (D)宣毒發表湯",A,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
79,"依《醫宗金鑑‧幼科雜病心法》，金茱丸用於治療小兒寒疝之寒甚者，下列何者為金茱丸之藥物組成？
(A)鬱金，吳茱萸 (B)金鈴子，吳茱萸 (C)金鈴子，山茱萸 (D)鬱金，山茱萸",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
80,"有關重症肌無力（MyastheniaGravis）的敘述，下列何者錯誤？
(A)症狀包含：肌肉無力、眼瞼下垂、吞嚥困難、說話無力
(B)症狀通常是早晨起床後最嚴重，隨著運動量增加後到了晚上症狀慢慢減輕
(C)是一種自體免疫疾病。主要是因自體抗體破壞乙醯膽鹼受體而造成
(D)重症肌無力常合併胸腺增生",B,109-中醫臨床醫學（二）（包括中醫內科學、中醫婦科學、中醫兒科學）.csv
1,"世界衛生組織所認可的針灸適應症，到了1996年增加至多少種？
(A)32 (B)42 (C)64 (D)100",C,109-中醫臨床醫學（四）（包括針灸科學）.csv
2,"有關「行針指要穴」，可針灸治嗽疾患者，為下列何組穴位？
(A)灸肺俞、風門 (B)針中脘、下脘 (C)針關元、太衝 (D)灸命門、血海",A,109-中醫臨床醫學（四）（包括針灸科學）.csv
3,"下列隋唐時期醫書中，何者無專論針灸之篇章？
(A)《千金方》 (B)《諸病源候論》 (C)《千金要方》 (D)《外臺秘要》",B,109-中醫臨床醫學（四）（包括針灸科學）.csv
4,"針灸配穴有「上下相配法」，如可以調整內臟之機能，可取百會穴與承山穴，上下呼應，可以治療下
列何種疾患？
(A)腎炎 (B)脫肛 (C)氣喘 (D)心痛",B,109-中醫臨床醫學（四）（包括針灸科學）.csv
